Document Name,Document Code,Area Name,Assigned Groups,Classification,Meta,Document Type,Last updated by,Action performed,Last update date,Doc Type,Notes
Retention & Motivation,8663b6a3,Integration,Answer Docs Access | EnwisenAdmin | HR | PL315 | PL316 | PL325 | PL327 | PL330 | PL332 | PL333 | PL335 | PL338 | PL340 | PL345 | PL354 | PL357 | PL358 | PL362 | PL365 | PL370 | PL375 | PL390 | PL400 | PL406 | PL408 | PL430 | PL460 | PL462 | PL465 | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,PRVaboures,Undo Check out for configuration,2015-02-11 18:58:24.863,,http://opal.providence.org/
Return to Work Release,3d9b8,Forms,Answer Docs Access | EnwisenAdmin | HR | LCM | SFV | ,Administration | General | ,Domain:forms | Subject:leave | ,Uploaded Document,RKarath,Document Published successfully to Live server,2014-07-03 21:03:38.037,pdf,
Roth IRA Calculators,0054da81,Tools,Answer Docs Access | Basic Access | EnwisenAdmin | HR | ,Administration | General | ,Domain:calc | Subject:roth | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:30:48.603,,
Safety,4b047516,Employment,Answer Docs Access | EnwisenAdmin | HR | WA113 | WA132 | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-20 20:32:16.393,pdf,
Safety,d1755,Employment,Answer Docs Access | EnwisenAdmin | HR | PL352 | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:59:47.663,pdf,
Safety Committee,b65e6,Employment,Answer Docs Access | EnwisenAdmin | HR | PL313 | WA8 | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,mempeynado,Document Published successfully to Stage server,2015-02-26 23:47:13.450,pdf,
Performance Evaluation Forms,9be67ee9,Integration,Answer Docs Access | EnwisenAdmin | HR | PL315 | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:15:02.100,,http://nwsa.wa.providence.org/PROVPG/index.cfm?fuseaction=comit.displayPage&pageid=29492
Performance Improvement Plan Guide,32829,Manager,Answer Docs Access | EnwisenAdmin | HR | LCM | SFVNo784 | ,Administration | General | ,Subject:manager | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2014-12-19 13:40:40.557,pdf,
Performance Review  - Leadership,880af,Manager,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:21:50.357,doc,
Performance Review - Peer Eval,3646c,Manager,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:21:50.370,doc,
Performance Review Cover Sheet,d9228,Forms,Answer Docs Access | EnwisenAdmin | HR | SMC | ,Administration | General | ,Domain:forms | Subject:manager | ,Uploaded Document,RKarath,Document Published successfully to Stage server,2014-08-05 14:36:22.173,pdf,
Personal and Family Relationships,1f54d,Employment,Answer Docs Access | EnwisenAdmin | HR | PL375 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-20 17:30:05.257,pdf,
Personal and Family Relationships,4ca92,Employment,Answer Docs Access | EnwisenAdmin | HR | PL422 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:51:47.880,pdf,
Personal Appearance,87fef,Employment,Answer Docs Access | EnwisenAdmin | HR | PL345 | PL354 | PL365 | PL370 | PL375 | PL390 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-02-09 18:38:06.733,pdf,
Personal Business,b5040,Employment,Answer Docs Access | EnwisenAdmin | HR | PL380 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:51:48.473,pdf,
Personnel or Volunteers Working Privately for Clients,0dfbd,Employment,Answer Docs Access | EnwisenAdmin | HR | WA34 | WA65 | WA66 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-27 12:12:32.183,pdf,
PHC Rx Mail Form,cbe3e,Forms,Answer Docs Access | EnwisenAdmin | HR | PL370 | PL375 | PL390 | ,Administration | General | ,Domain:forms | Subject:benefits | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:10:14.883,doc,
Tuition Reimbursement Request,847c8,Forms,Answer Docs Access | EnwisenAdmin | HR | PL338 | ,Administration | General | ,Domain:forms | Subject:pay | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:11:13.870,pdf,
Tuition, Certification Fee, or Workshop Registration Application,042b2,Forms,AK | Answer Docs Access | EnwisenAdmin | HR | ,Administration | General | ,Domain:forms | Subject:pay | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:11:13.900,pdf,
Unemployment Compensation,4ed14,Employment,Answer Docs Access | EnwisenAdmin | HR | PL370 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:03:50.293,pdf,
Unemployment Compensation Insurance,0d82a,Employment,Answer Docs Access | EnwisenAdmin | HR | PL353 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:03:50.340,pdf,
Unusual Pay Practices,60f7a,Employment,Answer Docs Access | EnwisenAdmin | HR | PL316 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:03:50.513,pdf,
Use of Personal Cellular Phones and Cameras,a2beb326,Employment,Answer Docs Access | EnwisenAdmin | HR | PL330 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Uploaded Document,mary,Assigned Group : EnwisenAdmin,2015-01-21 11:36:29.387,pdf,
Use of Phone and Mail Systems,50683,Employment,Answer Docs Access | EnwisenAdmin | HR | PL352 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:03:50.763,pdf,
USNU Membership Info,0498a,Manager,Answer Docs Access | EnwisenAdmin | HR | PL316 | ,Administration | General | ,Domain:forms | Role:mgr | Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:54.550,pdf,
Vacation and CME,72a2d,Policies,Answer Docs Access | EnwisenAdmin | HR | PL357 | PL358 | ,Administration | General | ,Domain:employment | Subject:eepolicy9 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-03-18 19:10:46.277,pdf,
Vacation Time Off Request Form,bbf5d,Forms,Answer Docs Access | EDM | EnwisenAdmin | HR | ,Administration | General | ,Domain:forms | Subject:timeoff | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:11:53.697,doc,
Values-Based Standards,96e27,Employment,Answer Docs Access | EnwisenAdmin | HR | PL345 | PL354 | ,Administration | General | ,Domain:employment | Subject:eepolicy3 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:04:41.447,pdf,
RN Applicant Test,f3203,Forms,Answer Docs Access | EnwisenAdmin | HR | MJM | ,Administration | General | ,Domain:forms | Subject:newhire | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:10:45.383,pdf,
Safety SharePoint Site,33a07a98,Integration,EnwisenAdmin | HR | OR | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,cpeterson,Document Published successfully to Live server,2015-03-03 12:08:49.657,,Add as reference document and configure data items; use for Related Links for all main pages; do not use for downstream SSOs
http://in.providence.org/or/departments/safety/Pages/default.aspx 
Sales And Solicitation,9cbf3,Employment,Answer Docs Access | EnwisenAdmin | HR | WA34 | WA65 | WA66 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-27 12:23:42.933,pdf,
School Outreach ,6dae8,Manager,Answer Docs Access | EnwisenAdmin | HR | OR | ,Administration | General | ,Domain:recruit | Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:31.587,pdf,
Security,1c6be,Employment,Answer Docs Access | EnwisenAdmin | HR | PL365 | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2014-12-22 19:41:28.900,pdf,
Security,553a3305,Employment,Answer Docs Access | EnwisenAdmin | HR | PL465 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:00:34.793,,SID 88906 Topic 29246

Select Interview Guide - Leadership,da716,Manager,AK | Answer Docs Access | EnwisenAdmin | HR | OR | PL313 | PL315 | PL316 | PL325 | PL327 | PL330 | PL332 | PL333 | PL335 | PL338 | PL340 | PL352 | PL353 | PL362 | PL400 | PL403 | PL406 | PL408 | PL410 | PL412 | PL420 | PL422 | PL430 | PL439 | PL480 | PL481 | PL489 | PL490 | PL491 | PL493 | PL494 | PL495 | PL496 | PL497 | PSMS-All | ,Administration | General | ,Subject:manager | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-02-11 19:28:03.780,doc,
Select Interview Guide - Service,2b73b,Manager,AK | Answer Docs Access | EnwisenAdmin | HR | OR | PL313 | PL315 | PL316 | PL325 | PL327 | PL330 | PL332 | PL333 | PL335 | PL338 | PL340 | PL352 | PL353 | PL362 | PL400 | PL403 | PL406 | PL408 | PL410 | PL412 | PL420 | PL422 | PL430 | PL439 | PL480 | PL481 | PL489 | PL490 | PL491 | PL493 | PL494 | PL495 | PL496 | PL497 | PSMS-All | ,Administration | General | ,Domain:recruit | Subject:manager | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-02-11 17:41:27.510,doc,
Select Interviewing Course Description,a1628,Manager,Answer Docs Access | EnwisenAdmin | HR | OR | ,Administration | General | ,Domain:recruit | Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:31.650,pdf,
Select Interviewing Reference Guide,edc43,Manager,Answer Docs Access | EnwisenAdmin | HR | PL313 | PL315 | PL316 | PL325 | PL327 | PL330 | PL332 | PL333 | PL335 | PL338 | PL340 | PL352 | PL353 | PL362 | PL400 | PL403 | PL406 | PL408 | PL410 | PL412 | PL420 | PL422 | PL430 | PL439 | PL480 | PL481 | PL489 | PL490 | PL491 | PL493 | PL494 | PL495 | PL496 | PL497 | PSMS-All | ,Administration | General | ,Domain:mgr | Subject:manager | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-02-11 19:32:56.707,pdf,
Safety Orientation and Training,7d6fb,Employment,Answer Docs Access | EnwisenAdmin | HR | PL345 | PL354 | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:59:47.883,pdf,
Salaried Personnel Compensatory Time,57936,Employment,Answer Docs Access | EnwisenAdmin | HR | PL400 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:59:47.900,pdf,
Salary & Incentive Plan,77907,Pay,Answer Docs Access | EnwisenAdmin | HR | PL313 | WA8 | ,Administration | General | ,Domain:pay | Subject:wages | ,Uploaded Document,mempeynado,Document Published successfully to Stage server,2015-02-26 23:48:16.133,pdf,
Salary and Employee Classification Programs,95c58,Employment,Answer Docs Access | EnwisenAdmin | HR | WA34 | WA65 | WA66 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-27 12:22:18.613,pdf,
Sample Investigatory Report,71eac,Forms,Answer Docs Access | EnwisenAdmin | HR | SMC | ,Administration | General | ,Domain:forms | Subject:safety | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:11:00.767,doc,
Seattle Paid Sick and Safe Time,620f5,Leave and Time Off,Answer Docs Access | EnwisenAdmin | HR | PL430 | ,Administration | General | ,Domain:leave | Subject:sick | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:17:52.517,pdf,
Seattle Sick and Safe Leave,af913,Employment,Answer Docs Access | EnwisenAdmin | HR | MJM | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:59:48.087,pdf,
SEIU Tuition Reimbursement,9b36833a,Integration,Answer Docs Access | EnwisenAdmin | HR | SMC | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:16:00.397,,http://swedishonline.swedish.org/Departments/EH/HR/Documents/TrainingFund.pdf
Select Interview Guide - Professional,160c1,Manager,AK | Answer Docs Access | EnwisenAdmin | HR | OR | PL313 | PL315 | PL316 | PL325 | PL327 | PL330 | PL332 | PL333 | PL335 | PL338 | PL340 | PL352 | PL353 | PL362 | PL400 | PL403 | PL406 | PL408 | PL410 | PL412 | PL420 | PL422 | PL430 | PL439 | PL480 | PL481 | PL489 | PL490 | PL491 | PL493 | PL494 | PL495 | PL496 | PL497 | PSMS-All | ,Administration | General | ,Subject:manager | ,Uploaded Document,PRVaboures,Undo Check out for configuration,2015-07-24 19:22:53.157,doc,
Senior Communications Specialist Reference Form,b03e7,Manager,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:31.760,doc,
Separation Agreement and Release,17a9a,Manager,Answer Docs Access | EDM | EnwisenAdmin | HR | ,Administration | General | ,Domain:forms | Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:31.790,doc,
Philosophy and Scope Of Service,475be,Manager,Answer Docs Access | EnwisenAdmin | HR | PL325 | PL327 | ,Administration | General | ,Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:02.757,pdf,
PHP Rx Prior Authorization Form,edf1b,Forms,AK | Answer Docs Access | EnwisenAdmin | HR | PSMS-All | ,Administration | General | ,Domain:forms | Subject:benefits | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2014-09-29 12:05:13.337,pdf,
Physician and Med Director Position Number Request,39fa3744,Integration,Answer Docs Access | EnwisenAdmin | HR | OR | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:15:02.193,,http://willamette.providence.org/SelectSurveyNet/TakeSurvey.aspx?SurveyID=88017l8
Physician Sick Policy,6f13a,Employment,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.813,pdf,
PIM Form,52dd4c39,Integration,Answer Docs Access | CA | EnwisenAdmin | HR | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:15:02.240,,http://cateams.providence.org/sites/is/fim/Lists/Links/AllItems.aspx

PIP Flow Chart,a68b6,Manager,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | ,Administration | General | ,Role:mgr | Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:02.790,doc,
Pneumococcal and Influenza Consent Form,a1e05,Forms,Answer Docs Access | EnwisenAdmin | HR | PL370 | PL375 | PL390 | ,Administration | General | ,Domain:forms | Subject:safety | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:10:14.980,doc,
Policy,ef1ef,Employment,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | ,Administration | General | ,Domain:employment | Role:mgr | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.843,doc,
PreEmployment Drug Screen,ee7781cb,Manager,Answer Docs Access | EnwisenAdmin | HR | ,Administration | ,Domain:recruit | Subject:manager | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:22:02.947,,87790 Topic 27587

Pre-Employment Drug Screen,90c16,Manager,Answer Docs Access | EnwisenAdmin | HR | WA244 | ,Administration | General | ,Subject:manager | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-27 19:45:44.043,pdf,
